"";"country.x";"year";"month";"elec_id";"enep";"seats";"memag";"varmag";"EthAl";"uppertier";"upperseats";"logenep";"logseats";"logmemag";"logvarmag";"logethal";"loguppertier";"logupperseats"
"114";"Belgium";2007;6;"L-BEL-2007-6-10";9,04;150;NA;NA;0,5554;0;0;2,30657711426358;5,01727983681492;NA;NA;0,441732747278706;0;0
"115";"Belgium";2010;6;"L-BEL-2010-6-13";10,04;150;NA;NA;0,5554;0;0;2,40152504084895;5,01727983681492;NA;NA;0,441732747278706;0;0
"116";"Belgium";2014;5;"L-BEL-2014-5-25";9,447867;150;NA;NA;0,5554;NA;0;2,34639784274402;5,01727983681492;NA;NA;0,441732747278706;NA;0
"117";"Belgium";1985;10;"L-BEL-1985-10-13";8,13;212;NA;NA;0,5554;NA;NA;2,21156569460688;5,36129216570943;NA;NA;0,441732747278706;NA;NA
"118";"Belgium";1977;4;"L-BEL-1977-4-17";5,7;212;NA;NA;0,5554;NA;NA;1,90210752639692;5,36129216570943;NA;NA;0,441732747278706;NA;NA
"119";"Belgium";1978;12;"L-BEL-1978-12-17";7,52;212;NA;NA;0,5554;NA;NA;2,14241634084122;5,36129216570943;NA;NA;0,441732747278706;NA;NA
"120";"Belgium";1981;11;"L-BEL-1981-11-8";8,99;212;NA;NA;0,5554;NA;NA;2,30158459266046;5,36129216570943;NA;NA;0,441732747278706;NA;NA
"121";"Belgium";1946;2;"L-BEL-1946-2-17";3,28;202;NA;NA;0,5554;NA;NA;1,45395300959371;5,31320597904179;NA;NA;0,441732747278706;NA;NA
"122";"Bhutan";2008;3;"L-BHU-2008-3-22";1,79;47;1;0;0,605;0;0;1,02604159583327;3,87120101090789;0,693147180559945;0;0,473123756581979;0;0
"123";"Bhutan";2013;5;"L-BHU-2013-5-31";2,971412;47;1;0;0,605;NA;0;1,3791216989707;3,87120101090789;0,693147180559945;0;0,473123756581979;NA;0
"124";"Bolivia";1997;6;"L-BOL-1997-6-1";5,92;130;1;0;0,739625060086525;47,69;62;1,93441576962958;4,87519732320115;0,693147180559945;0;0,553669607297809;3,88547367019461;4,14313472639153
"125";"Bolivia";2002;6;"L-BOL-2002-6-30";5,77;130;1;0;0,739625060086525;47,69;62;1,91250108692418;4,87519732320115;0,693147180559945;0;0,553669607297809;3,88547367019461;4,14313472639153
"126";"Bolivia";1989;5;"L-BOL-1989-5-7";5,01;130;1;0;0,739625060086525;0;0;1,79342474854712;4,87519732320115;0,693147180559945;0;0,553669607297809;0;0
