"";"clea.yr";"varmag";"sdmag";"memag";"UN";"country"
"569";1989;NA;NA;NA;32;"Argentina"
"570";1989;0;0;1;356;"India"
"571";1989;NA;NA;NA;372;"Ireland"
"572";1989;0;0;1;388;"Jamaica"
"573";1989;NA;NA;NA;438;"Liechtenstein"
"574";1989;66,6666666666667;8,16496580927726;15;442;"Luxembourg"
"575";1989;NA;NA;72;516;"Namibia"
"576";1989;NA;NA;NA;528;"Netherlands"
"577";1989;NA;NA;NA;578;"Norway"
"578";1989;NA;NA;NA;60;"Bermuda"
"579";1989;NA;NA;NA;600;"Paraguay"
"580";1989;0;0;1;659;"Saint Kitts and Nevis"
"581";1989;0;0;1;660;"Anguilla"
"582";1989;0;0;1;670;"St. Vincent and the Grenadines"
"583";1989;0;0;1;68;"Bolivia"
"584";1989;0;0;1;710;"South Africa"
"585";1989;0;0;1;72;"Botswana"
"586";1989;NA;NA;NA;724;"Spain"
"587";1989;0;0;1;84;"Belize"
"588";1989;NA;NA;NA;858;"Uruguay"
"589";1989;0;0;1;90;"Solomon Islands"
"590";1990;NA;NA;NA;188;"Costa Rica"
"591";1990;0;0;1;191;"Croatia"
"592";1990;78;8,83176086632785;24,5;203;"Czech Republic"
"593";1990;NA;NA;NA;208;"Denmark"
"594";1990;NA;NA;NA;218;"Ecuador"
"595";1990;NA;NA;NA;234;"Faroe Islands"
"596";1990;0;0;1;276;"Germany"
"597";1990;NA;NA;NA;300;"Greece"
"598";1990;0;0;1;308;"Grenada"
"599";1990;NA;NA;NA;320;"Guatemala"
"600";1990;4,9178440607012;2,21762126178056;1,51020408163265;348;"Hungary"
"601";1990;0;0;1;36;"Australia"
"602";1990;0,879904591532499;0,938032297702216;3,93846153846154;392;"Japan"
"603";1990;NA;NA;NA;40;"Austria"
"604";1990;0;0;2;414;"Kuwait"
"605";1990;0;0;1;458;"Malaysia"
"606";1990;0;0;1;554;"New Zealand"
"607";1990;NA;NA;NA;558;"Nicaragua"
"608";1990;0,0845032638826791;0,29069445106964;1,02830188679245;586;"Pakistan"
"609";1990;56,9538461538462;7,54677720314083;6,92307692307692;604;"Peru"
"610";1990;39,0878048780488;6,25202406249758;9,63414634146342;642;"Romania"
"611";1990;NA;NA;NA;703;"Slovakia"
"612";1990;NA;NA;NA;76;"Brazil"
"613";1990;NA;NA;NA;840;"US"
"614";1991;7,53118279569892;2,74430005569707;7,74193548387097;100;"Bulgaria"
"615";1991;46,6666666666667;6,83130051063973;9,33333333333333;196;"Cyprus"
"616";1991;3,86666666666667;1,96638416050035;10,6666666666667;204;"Benin"
"617";1991;NA;NA;NA;246;"Finland"
"618";1991;NA;NA;NA;32;"Argentina"
"619";1991;NA;NA;NA;352;"Iceland"
"620";1991;0;0;1;356;"India"
"621";1991;0,0476190476190476;0,218217890235992;2,95238095238095;480;"Mauritius"
"622";1991;0;0;40;484;"Mexico"
"623";1991;0;0;1;50;"Bangladesh"
"624";1991;0;0;1;52;"Barbados"
"625";1991;NA;NA;NA;56;"Belgium"
"626";1991;6,91891891891892;2,63038379688572;10,5675675675676;616;"Poland"
"627";1991;NA;NA;NA;620;"Portugal"
"628";1991;NA;NA;NA;702;"Singapore"
"629";1991;NA;NA;NA;752;"Sweden"
"630";1991;NA;NA;NA;756;"Switzerland"
"631";1991;0;0;1;780;"Trinidad and Tobago"
"632";1991;40,4042947056646;6,35643726514032;6,08108108108108;792;"Turkey"
"633";1991;0;0;1;894;"Zambia"
"634";1992;10,7931034482759;3,28528590053832;4,31034482758621;1001;"Taiwan"
"635";1992;2,59948979591837;1,61229333432796;3,6734693877551;120;"Cameroon"
"636";1992;53,5538461538462;7,3180493407633;1,90769230769231;191;"Croatia"
"637";1992;74,2857142857143;8,61891607371335;22;203;"Czech Republic"
"638";1992;NA;NA;NA;218;"Ecuador"
"639";1992;11,9015151515152;3,4498572653829;8,41666666666667;233;"Estonia"
"640";1992;NA;NA;NA;24;"Angola"
"641";1992;0;0;1;356;"India"
"642";1992;NA;NA;NA;372;"Ireland"
"643";1992;NA;NA;120;376;"Israel"
"644";1992;NA;NA;NA;380;"Italy"
"645";1992;0;0;1;404;"Kenya"
"646";1992;0;0;1;410;"Korea"
"647";1992;0;0;2;414;"Kuwait"
"648";1992;66,125;8,1317279836453;1,95833333333333;440;"Lithuania"
"649";1992;0;0;5;470;"Malta"
"650";1992;0;0;1;496;"Mongolia"
"651";1992;0;0;1;608;"Philippines"
"652";1992;NA;NA;NA;630;"Puerto Rico"
"653";1992;20,1562137049942;4,48956720686908;8,11904761904762;642;"Romania"
"654";1992;0;0;1;662;"Saint Lucia"
"655";1992;NA;NA;NA;703;"Slovakia"
"656";1992;NA;NA;NA;764;"Thailand"
"657";1992;0;0;1;826;"UK"
"658";1992;NA;NA;NA;840;"US"
"659";1993;0;0;1;124;"Canada"
"660";1993;NA;NA;NA;152;"Chile"
"661";1993;NA;NA;NA;226;"Equatorial Guinea"
"662";1993;0;0;1;250;"France"
"663";1993;NA;NA;NA;300;"Greece"
"664";1993;NA;NA;NA;32;"Argentina"
"665";1993;NA;NA;NA;340;"Honduras"
"666";1993;0;0;1;36;"Australia"
"667";1993;0;0;1;388;"Jamaica"
"668";1993;0,975048449612403;0,987445416016705;3,96124031007752;392;"Japan"
"669";1993;0;0;1;426;"Lesotho"
"670";1993;8,33333333333333;2,88675134594813;12,5;438;"Liechtenstein"
"671";1993;0;0;1;554;"New Zealand"
"672";1993;28,5625;5,34438958160799;5,1875;562;"Niger"
"673";1993;NA;NA;NA;578;"Norway"
"674";1993;NA;NA;NA;60;"Bermuda"
"675";1993;NA;NA;NA;616;"Poland"
"676";1993;0;0;1;659;"Saint Kitts and Nevis"
"677";1993;0;0;1;68;"Bolivia"
"678";1993;NA;NA;NA;724;"Spain"
"679";1993;0;0;1;84;"Belize"
"680";1993;0;0;1;90;"Solomon Islands"
"681";1994;7,93118279569893;2,81623557176933;7,74193548387097;100;"Bulgaria"
"682";1994;NA;NA;NA;144;"Sri Lanka"
"683";1994;NA;NA;NA;188;"Costa Rica"
"684";1994;NA;NA;NA;208;"Denmark"
"685";1994;NA;NA;NA;214;"Dominican Republic"
"686";1994;11,8021978021978;3,43543269504699;4,57142857142857;222;"El Salvador"
"687";1994;NA;NA;NA;234;"Faroe Islands"
"688";1994;0;0;1;276;"Germany"
"689";1994;0;0;1;28;"Antigua and Barbuda"
"690";1994;4,90641025641026;2,21504181820801;1,53571428571429;348;"Hungary"
"691";1994;NA;NA;NA;380;"Italy"
"692";1994;NA;NA;NA;40;"Austria"
"693";1994;66,6666666666667;8,16496580927726;15;442;"Luxembourg"
"694";1994;0;0;40;484;"Mexico"
"695";1994;NA;NA;104;498;"Moldova"
"696";1994;NA;NA;72;516;"Namibia"
"697";1994;0;0;1;52;"Barbados"
"698";1994;NA;NA;NA;528;"Netherlands"
"699";1994;NA;NA;NA;624;"Guinea-Bissau"
"700";1994;0;0;1;660;"Anguilla"
"701";1994;0;0;1;670;"St. Vincent and the Grenadines"
"702";1994;NA;NA;NA;703;"Slovakia"
"703";1994;155,944444444444;12,4877717966194;22,2222222222222;710;"South Africa"
"704";1994;0;0;1;72;"Botswana"
"705";1994;NA;NA;NA;752;"Sweden"
"706";1994;NA;NA;NA;76;"Brazil"
"707";1994;NA;NA;NA;840;"US"
"708";1994;NA;NA;NA;858;"Uruguay"
"709";1995;11,9655172413793;3,45912087695404;4,41379310344828;1001;"Taiwan"
"710";1995;10,1754385964912;3,18989633005388;3,78947368421053;132;"Cape Verde"
"711";1995;180,12268907563;13,4209794380153;3,62857142857143;191;"Croatia"
"712";1995;1,76470588235294;1,32842232831014;4,66666666666667;204;"Benin"
"713";1995;0;0;1;212;"Dominica"
"714";1995;3,36363636363636;1,83402190925746;9,18181818181818;233;"Estonia"
"715";1995;NA;NA;NA;246;"Finland"
"716";1995;0;0;1;308;"Grenada"
"717";1995;NA;NA;NA;32;"Argentina"
"718";1995;NA;NA;NA;320;"Guatemala"
"719";1995;NA;NA;NA;352;"Iceland"
"720";1995;NA;NA;NA;40;"Austria"
"721";1995;32,5;5,70087712549569;20;428;"Latvia"
"722";1995;0;0;1;458;"Malaysia"
"723";1995;0,0476190476190476;0,218217890235992;2,95238095238095;480;"Mauritius"
"724";1995;NA;NA;NA;56;"Belgium"
"725";1995;0;0;1;608;"Philippines"
"726";1995;NA;NA;NA;620;"Portugal"
"727";1995;0;0;1;659;"Saint Kitts and Nevis"
"728";1995;NA;NA;NA;756;"Switzerland"
"729";1995;0,342019271051529;0,58482413685785;2,52258064516129;764;"Thailand"
"730";1995;0;0;1;780;"Trinidad and Tobago"
"731";1995;58,5498214865303;7,65178550970493;6,9620253164557;792;"Turkey"
"732";1996;46,6666666666667;6,83130051063973;9,33333333333333;196;"Cyprus"
"733";1996;78,9821428571429;8,88718981777383;25,125;203;"Czech Republic"
"734";1996;NA;NA;NA;218;"Ecuador"
"735";1996;NA;NA;15;292;"Gibraltar"
"736";1996;NA;NA;NA;300;"Greece"
"737";1996;0;0;1;356;"India"
"738";1996;0;0;1;36;"Australia"
"739";1996;NA;NA;120;376;"Israel"
"740";1996;NA;NA;NA;380;"Italy"
"741";1996;11,929488642257;3,45390918268807;1,60771704180064;392;"Japan"
"742";1996;0;0;1;410;"Korea"
"743";1996;0;0;2;414;"Kuwait"
"744";1996;66,125;8,1317279836453;1,95833333333333;440;"Lithuania"
"745";1996;0;0;5;470;"Malta"
"746";1996;0;0;1;496;"Mongolia"
"747";1996;0;0;1;50;"Bangladesh"
"748";1996;44,1818181818182;6,64694051288397;1,81818181818182;554;"New Zealand"
"749";1996;NA;NA;NA;558;"Nicaragua"
"750";1996;NA;NA;NA;630;"Puerto Rico"
"751";1996;21,7032520325203;4,65867492239159;8,16666666666667;642;"Romania"
"752";1996;98;9,89949493661167;21;70;"Bosnia and Herzegovina"
"753";1996;0;0;1;705;"Slovenia"
"754";1996;NA;NA;NA;724;"Spain"
"755";1996;0,341563275434243;0,584434149784424;2,51923076923077;764;"Thailand"
"756";1996;0;0;1;840;"US"
"757";1996;0;0;1;894;"Zambia"
"758";1997;8,39784946236559;2,89790432250024;7,74193548387097;100;"Bulgaria"
"759";1997;NA;NA;NA;120;"Cameroon"
"760";1997;0;0;1;124;"Canada"
"761";1997;NA;NA;NA;152;"Chile"
"762";1997;18;4,24264068711928;3,5;20;"Andorra"
"763";1997;11,8021978021978;3,43543269504699;4,57142857142857;222;"El Salvador"
"764";1997;0;0;1;250;"France"
"765";1997;189;13,7477270848675;13;262;"Djibouti"
"766";1997;0;0;1;270;"Gambia"
"767";1997;NA;NA;NA;32;"Argentina"
"768";1997;NA;NA;NA;328;"Guyana"
"769";1997;NA;NA;NA;340;"Honduras"
"770";1997;NA;NA;NA;372;"Ireland"
"771";1997;0;0;1;388;"Jamaica"
"772";1997;0;0;1;404;"Kenya"
"773";1997;12,5;3,53553390593274;12,5;438;"Liechtenstein"
"774";1997;0;0;1;44;"Bahamas"
"775";1997;0;0;40;484;"Mexico"
"776";1997;NA;NA;NA;578;"Norway"
"777";1997;12,7643288084465;3,57272008537564;7,51923076923077;616;"Poland"
"778";1997;0;0;1;662;"Saint Lucia"
"779";1997;0;0;1;68;"Bolivia"
"780";1997;NA;NA;NA;702;"Singapore"
"781";1997;0;0;1;826;"UK"
"782";1997;0;0;1;90;"Solomon Islands"
"783";1998;11,2924731182796;3,3604275201646;5,67741935483871;1001;"Taiwan"
"784";1998;NA;NA;NA;170;"Colombia"
"785";1998;NA;NA;NA;188;"Costa Rica"
"786";1998;88;9,38083151964686;25;203;"Czech Republic"
"787";1998;NA;NA;NA;208;"Denmark"
"788";1998;NA;NA;NA;214;"Dominican Republic"
"789";1998;NA;NA;NA;218;"Ecuador"
"790";1998;NA;NA;NA;234;"Faroe Islands"
"791";1998;0;0;1;276;"Germany"
"792";1998;0;0;1;348;"Hungary"
"793";1998;0;0;1;356;"India"
"794";1998;0;0;1;36;"Australia"
"795";1998;0;0;1;426;"Lesotho"
"796";1998;38,5;6,20483682299543;20;428;"Latvia"
"797";1998;0;0;5;470;"Malta"
"798";1998;NA;NA;101;498;"Moldova"
"799";1998;NA;NA;NA;528;"Netherlands"
"800";1998;NA;NA;NA;60;"Bermuda"
"801";1998;NA;NA;NA;600;"Paraguay"
"802";1998;0;0;1;608;"Philippines"
"803";1998;0;0;1;670;"St. Vincent and the Grenadines"
"804";1998;NA;NA;NA;674;"San Marino"
"805";1998;98;9,89949493661167;21;70;"Bosnia and Herzegovina"
"806";1998;NA;NA;150;703;"Slovakia"
"807";1998;NA;NA;NA;752;"Sweden"
"808";1998;NA;NA;NA;76;"Brazil"
"809";1998;222,017699115044;14,9002583573254;1,99115044247788;804;"Ukraine"
"810";1998;0;0;1;84;"Belize"
"811";1998;NA;NA;NA;840;"US"
"812";1999;0,954710144927536;0,977092700273386;3,45833333333333;204;"Benin"
"813";1999;2,56363636363636;1,60113596038449;9,18181818181818;233;"Estonia"
"814";1999;52,2380952380952;7,22759263088998;13,3333333333333;246;"Finland"
"815";1999;0;0;1;28;"Antigua and Barbuda"
"816";1999;0;0;1;308;"Grenada"
"817";1999;NA;NA;NA;32;"Argentina"
"818";1999;NA;NA;NA;320;"Guatemala"
"819";1999;NA;NA;NA;352;"Iceland"
"820";1999;0;0;1;356;"India"
"821";1999;401,333333333333;20,0333056017556;17,1111111111111;360;"Indonesia"
"822";1999;NA;NA;120;376;"Israel"
"823";1999;NA;NA;NA;40;"Austria"
"824";1999;0;0;2;414;"Kuwait"
"825";1999;66,6666666666667;8,16496580927726;15;442;"Luxembourg"
"826";1999;NA;NA;NA;454;"Malawi"
"827";1999;0;0;1;458;"Malaysia"
"828";1999;NA;NA;NA;508;"Mozambique"
"829";1999;NA;NA;72;516;"Namibia"
"830";1999;0;0;1;52;"Barbados"
"831";1999;0;0;1;554;"New Zealand"
"832";1999;NA;NA;NA;56;"Belgium"
"833";1999;28,5625;5,34438958160799;5,1875;562;"Niger"
"834";1999;NA;NA;NA;620;"Portugal"
"835";1999;1,1871921182266;1,08958346088154;3,51724137931034;624;"Guinea-Bissau"
"836";1999;0;0;1;660;"Anguilla"
"837";1999;167,694444444444;12,9496889709539;22,2222222222222;710;"South Africa"
"838";1999;0;0;1;72;"Botswana"
"839";1999;65,9566666666667;8,1213709844254;7,96;756;"Switzerland"
"840";1999;70,5917721518987;8,40189098667072;6,875;792;"Turkey"
"841";1999;NA;NA;NA;858;"Uruguay"
"842";2000;0;0;1;124;"Canada"
"843";2000;NA;NA;NA;144;"Sri Lanka"
"844";2000;38,3958333333333;6,19643714834043;9,4375;191;"Croatia"
"845";2000;0;0;1;212;"Dominica"
"846";2000;11,8021978021978;3,43543269504699;4,57142857142857;222;"El Salvador"
"847";2000;0;0;1;288;"Ghana"
"848";2000;NA;NA;15;292;"Gibraltar"
"849";2000;30,3792207792208;5,51173482482791;5,14285714285714;300;"Greece"
"850";2000;9,70698060367182;3,11560276731034;1,54340836012862;392;"Japan"
"851";2000;0;0;1;410;"Korea"
"852";2000;66,125;8,1317279836453;1,95833333333333;440;"Lithuania"
"853";2000;0,0476190476190476;0,218217890235992;2,95238095238095;480;"Mauritius"
"854";2000;0;0;40;484;"Mexico"
"855";2000;0;0;1;496;"Mongolia"
"856";2000;NA;NA;NA;630;"Puerto Rico"
"857";2000;26,2212543554007;5,12066932689475;8,21428571428571;642;"Romania"
"858";2000;0;0;1;659;"Saint Kitts and Nevis"
"859";2000;0;0;1;660;"Anguilla"
"860";2000;0;0;1;705;"Slovenia"
"861";2000;35,2986425339367;5,94126607163294;6,73076923076923;724;"Spain"
"862";2000;NA;NA;NA;740;"Suriname"
"863";2000;0;0;1;780;"Trinidad and Tobago"
"864";2000;NA;NA;NA;840;"US"
"865";2001;9,46451612903226;3,07644537234651;7,74193548387097;100;"Bulgaria"
"866";2001;11,5591397849462;3,39987349543276;5,67741935483871;1001;"Taiwan"
"867";2001;10,9894736842105;3,31503750871849;3,6;132;"Cape Verde"
"868";2001;NA;NA;NA;144;"Sri Lanka"
"869";2001;NA;NA;NA;152;"Chile"
"870";2001;40,6666666666667;6,37704215656967;9,33333333333333;196;"Cyprus"
"871";2001;18;4,24264068711928;3,5;20;"Andorra"
"872";2001;16,5614035087719;4,06957043295381;7,31578947368421;208;"Denmark"
"873";2001;NA;NA;NA;32;"Argentina"
"874";2001;NA;NA;NA;328;"Guyana"
"875";2001;NA;NA;NA;340;"Honduras"
"876";2001;0;0;1;36;"Australia"
"877";2001;8,51846153846154;2,91864035784842;5,96153846153846;380;"Italy"
"878";2001;12,5;3,53553390593274;12,5;438;"Liechtenstein"
"879";2001;NA;NA;101;498;"Moldova"
"880";2001;0;0;1;50;"Bangladesh"
"881";2001;NA;NA;NA;558;"Nicaragua"
"882";2001;NA;NA;NA;578;"Norway"
"883";2001;42,0833333333333;6,48716681867619;4,8;604;"Peru"
"884";2001;0;0;1;608;"Philippines"
"885";2001;7,22560975609756;2,68804943334336;11,219512195122;616;"Poland"
"886";2001;0;0;1;662;"Saint Lucia"
"887";2001;0;0;1;670;"St. Vincent and the Grenadines"
"888";2001;NA;NA;NA;674;"San Marino"
"889";2001;NA;NA;NA;702;"Singapore"
"890";2001;0;0;1;780;"Trinidad and Tobago"
"891";2001;0;0;1;8;"Albania"
"892";2001;0;0;1;826;"UK"
"893";2001;0;0;1;894;"Zambia"
"894";2001;0;0;1;90;"Solomon Islands"
"895";2002;NA;NA;NA;120;"Cameroon"
"896";2002;15,6084033613445;3,95074719025965;4,74285714285714;170;"Colombia"
"897";2002;NA;NA;NA;188;"Costa Rica"
"898";2002;41,1428571428571;6,41426980589818;14,2857142857143;203;"Czech Republic"
"899";2002;1,83533765032377;1,35474634169049;3,23404255319149;214;"Dominican Republic"
"900";2002;NA;NA;NA;234;"Faroe Islands"
"901";2002;0;0;1;250;"France"
"902";2002;0;0;1;276;"Germany"
"903";2002;NA;NA;31;304;"Greenland"
"904";2002;0;0;1;348;"Hungary"
"905";2002;0,72938443670151;0,854040067386484;3,95238095238095;372;"Ireland"
"906";2002;0;0;1;388;"Jamaica"
"907";2002;NA;NA;NA;40;"Austria"
"908";2002;0;0;1;404;"Kenya"
"909";2002;18,7777777777778;4,33333333333334;1,48148148148148;426;"Lesotho"
"910";2002;42,5;6,51920240520265;20;428;"Latvia"
"911";2002;0;0;1;44;"Bahamas"
"912";2002;NA;NA;NA;528;"Netherlands"
"913";2002;0;0;1;554;"New Zealand"
"914";2002;0;0;1;586;"Pakistan"
"915";2002;NA;NA;NA;620;"Portugal"
"916";2002;0;0;1;68;"Bolivia"
"917";2002;1,35714285714286;1,16496474502144;3,75;70;"Bosnia and Herzegovina"
"918";2002;NA;NA;150;703;"Slovakia"
"919";2002;48,5344827586207;6,96666941648739;12,0344827586207;752;"Sweden"
"920";2002;NA;NA;NA;76;"Brazil"
"921";2002;0;0;1;780;"Trinidad and Tobago"
"922";2002;72,0679012345679;8,48928154996451;6,79012345679012;792;"Turkey"
"923";2002;222,017699115044;14,9002583573254;1,99115044247788;804;"Ukraine"
"924";2002;0;0;20;807;"Macedonia"
"925";2002;NA;NA;NA;840;"US"
"926";2003;20,0797101449275;4,48103895820238;5,08333333333333;116;"Cambodia"
"927";2003;39,4338235294118;6,27963562075156;8,94117647058824;191;"Croatia"
"928";2003;11,8021978021978;3,43543269504699;4,57142857142857;222;"El Salvador"
"929";2003;5,35606060606061;2,31431644466797;8,41666666666667;233;"Estonia"
"930";2003;60,3809523809524;7,77051815395553;13,3333333333333;246;"Finland"
"931";2003;164,7;12,8335497817245;11,5;262;"Djibouti"
"932";2003;NA;NA;15;292;"Gibraltar"
"933";2003;0;0;1;308;"Grenada"
"934";2003;NA;NA;NA;32;"Argentina"
"935";2003;NA;NA;NA;320;"Guatemala"
"936";2003;0,3;0,547722557505166;10,5;352;"Iceland"
"937";2003;NA;NA;120;376;"Israel"
"938";2003;9,65536770044601;3,10730875524883;1,54340836012862;392;"Japan"
"939";2003;0;0;2;414;"Kuwait"
"940";2003;0;0;5;470;"Malta"
"941";2003;0;0;40;484;"Mexico"
"942";2003;0;0;1;52;"Barbados"
"943";2003;NA;NA;NA;528;"Netherlands"
"944";2003;NA;NA;NA;56;"Belgium"
"945";2003;0;0;1;566;"Nigeria"
"946";2003;0,853260869565217;0,923721207705668;1,375;584;"Marshall Islands"
"947";2003;NA;NA;NA;60;"Bermuda"
"948";2003;NA;NA;NA;600;"Paraguay"
"949";2003;NA;NA;NA;643;"Russian Federation"
"950";2003;NA;NA;250;688;"Serbia"
"951";2003;64,7015384615385;8,043726652587;7,69230769230769;756;"Switzerland"
"952";2003;0;0;1;84;"Belize"
"953";2003;0,9;0,948683298050514;1,3;92;"British Virgin Islands"
"954";2004;12,0924731182796;3,47742334470217;5,67741935483871;1001;"Taiwan"
"955";2004;0;0;1;112;"Belarus"
"956";2004;0;0;1;124;"Canada"
"957";2004;NA;NA;NA;144;"Sri Lanka"
"958";2004;NA;NA;NA;234;"Faroe Islands"
"959";2004;0;0;1;28;"Antigua and Barbuda"
"960";2004;0;0;1;288;"Ghana"
"961";2004;36,9857142857143;6,08158813844824;5,17857142857143;300;"Greece"
"962";2004;0;0;1;356;"India"
"963";2004;0;0;1;36;"Australia"
"964";2004;5,77749360613811;2,40364173830838;7,95652173913043;360;"Indonesia"
"965";2004;0;0;1;410;"Korea"
"966";2004;66,125;8,1317279836453;1,95833333333333;440;"Lithuania"
"967";2004;66,6666666666667;8,16496580927726;15;442;"Luxembourg"
"968";2004;0;0;1;454;"Malawi"
"969";2004;0;0;1;458;"Malaysia"
"970";2004;0;0;1;496;"Mongolia"
"971";2004;NA;NA;NA;508;"Mozambique"
"972";2004;NA;NA;72;516;"Namibia"
"973";2004;60,4625;7,77576362809467;7,0625;562;"Niger"
"974";2004;0;0;1;608;"Philippines"
"975";2004;0,754985754985755;0,868899162725891;3,7037037037037;624;"Guinea-Bissau"
"976";2004;NA;NA;NA;630;"Puerto Rico"
"977";2004;15,6701509872242;3,95855415363036;7,47619047619048;642;"Romania"
"978";2004;0;0;1;659;"Saint Kitts and Nevis"
"979";2004;0;0;1;705;"Slovenia"
"980";2004;160,694444444444;12,6765312465376;22,2222222222222;710;"South Africa"
"981";2004;0;0;1;72;"Botswana"
"982";2004;36,1613876319759;6,01343393012478;6,73076923076923;724;"Spain"
"983";2004;NA;NA;NA;840;"US"
"984";2004;NA;NA;NA;858;"Uruguay"
"985";2005;9,53118279569892;3,08726137469747;7,74193548387097;100;"Bulgaria"
"986";2005;12,2666666666667;3,50238014308366;13,6666666666667;1003;"Somaliland"
"987";2005;NA;NA;1;112;"Belarus"
"988";2005;1,9;1,37840487520902;2,5;136;"Cayman Islands"
"989";2005;NA;NA;NA;152;"Chile"
"990";2005;18;4,24264068711928;3,5;20;"Andorra"
"991";2005;16,5614035087719;4,06957043295381;7,31578947368421;208;"Denmark"
"992";2005;0;0;1;212;"Dominica"
"993";2005;0;0;1;276;"Germany"
"994";2005;NA;NA;31;304;"Greenland"
"995";2005;NA;NA;NA;32;"Argentina"
"996";2005;NA;NA;NA;340;"Honduras"
"997";2005;9,65536770044601;3,10730875524883;1,54340836012862;392;"Japan"
"998";2005;32,7512605042017;5,72287170083357;7,11428571428571;4;"Afghanistan"
"999";2005;0;0;1;430;"Liberia"
"1000";2005;12,5;3,53553390593274;12,5;438;"Liechtenstein"
"1001";2005;0,0476190476190476;0,218217890235992;2,95238095238095;480;"Mauritius"
"1002";2005;NA;NA;101;498;"Moldova"
"1003";2005;NA;NA;21;533;"Aruba"
"1004";2005;0;0;1;554;"New Zealand"
"1005";2005;NA;NA;NA;578;"Norway"
"1006";2005;6,77560975609756;2,60300014523579;11,219512195122;616;"Poland"
"1007";2005;NA;NA;NA;620;"Portugal"
"1008";2005;0;0;1;660;"Anguilla"
"1009";2005;0;0;1;670;"St. Vincent and the Grenadines"
"1010";2005;0;0;1;68;"Bolivia"
"1011";2005;NA;NA;NA;716;"Zimbabwe"
"1012";2005;NA;NA;NA;740;"Suriname"
"1013";2005;0;0;1;8;"Albania"
"1014";2005;0;0;1;826;"UK"
"1015";2005;0;0;1;834;"Tanzania"
"1016";2006;0;0;1;124;"Canada"
"1017";2006;11,8315789473684;3,43970622980632;3,6;132;"Cape Verde"
"1018";2006;15,6806722689076;3,95988286050328;4,71428571428571;170;"Colombia"
"1019";2006;NA;NA;NA;188;"Costa Rica"
"1020";2006;40,6666666666667;6,37704215656967;9,33333333333333;196;"Cyprus"
"1021";2006;41,4505494505495;6,4382101123332;14,2857142857143;203;"Czech Republic"
"1022";2006;3,17113783533765;1,78076888880552;3,78723404255319;214;"Dominican Republic"
"1023";2006;NA;NA;NA;218;"Ecuador"
"1024";2006;32,6153846153846;5,71098805946787;6;222;"El Salvador"
"1025";2006;NA;NA;NA;328;"Guyana"
"1026";2006;0;0;1;348;"Hungary"
"1027";2006;NA;NA;120;376;"Israel"
"1028";2006;149,484615384615;12,2263901207435;23,7307692307692;380;"Italy"
"1029";2006;NA;NA;NA;40;"Austria"
"1030";2006;0;0;2;414;"Kuwait"
"1031";2006;48,5;6,96419413859206;20;428;"Latvia"
"1032";2006;0;0;40;484;"Mexico"
"1033";2006;NA;NA;81;499;"Montenegro"
"1034";2006;NA;NA;NA;528;"Netherlands"
"1035";2006;NA;NA;NA;558;"Nicaragua"
"1036";2006;42,0833333333333;6,48716681867619;4,8;604;"Peru"
"1037";2006;0;0;1;662;"Saint Lucia"
"1038";2006;NA;NA;NA;674;"San Marino"
"1039";2006;2,17777777777778;1,47572957474524;4,2;70;"Bosnia and Herzegovina"
"1040";2006;NA;NA;NA;702;"Singapore"
"1041";2006;NA;NA;150;703;"Slovakia"
"1042";2006;NA;NA;NA;752;"Sweden"
"1043";2006;NA;NA;NA;76;"Brazil"
"1044";2006;0,32798339674853;0,572698347080319;1,04406779661017;800;"Uganda"
"1045";2006;NA;NA;NA;804;"Ukraine"
"1046";2006;0;0;20;807;"Macedonia"
"1047";2006;0;0;1;840;"US"
"1048";2006;0,128048780487805;0,357839042710274;1,14634146341463;882;"Samoa"
"1049";2006;0;0;1;894;"Zambia"
"1050";2006;0;0;1;90;"Solomon Islands"
"1051";2007;NA;NA;NA;1002;"Kosovo"
"1052";2007;1,46218487394958;1,20920836663893;2,11764705882353;120;"Cameroon"
"1053";2007;38,875;6,23498195666996;9;191;"Croatia"
"1054";2007;42,4469696969697;6,51513389708682;11,5833333333333;208;"Denmark"
"1055";2007;3,53787878787879;1,88092498199125;8,41666666666667;233;"Estonia"
"1056";2007;64,2380952380952;8,01486713789413;13,3333333333333;246;"Finland"
"1057";2007;0;0;1;250;"France"
"1058";2007;0;0;1;270;"Gambia"
"1059";2007;NA;NA;15;292;"Gibraltar"
"1060";2007;NA;NA;NA;300;"Greece"
"1061";2007;NA;NA;NA;32;"Argentina"
"1062";2007;NA;NA;NA;320;"Guatemala"
"1063";2007;1,1;1,04880884817015;10,5;352;"Iceland"
"1064";2007;0;0;1;36;"Australia"
"1065";2007;0,694352159468439;0,83327796050804;3,86046511627907;372;"Ireland"
"1066";2007;0;0;1;388;"Jamaica"
"1067";2007;NA;NA;98;398;"Kazakhstan"
"1068";2007;0;0;1;404;"Kenya"
"1069";2007;19,0125;4,36033255612459;1,4875;426;"Lesotho"
"1070";2007;0;0;1;44;"Bahamas"
"1071";2007;188,595238095238;13,7329981466262;3,11904761904762;51;"Armenia"
"1072";2007;NA;NA;NA;56;"Belgium"
"1073";2007;0,853260869565217;0,923721207705668;1,375;584;"Marshall Islands"
"1074";2007;NA;NA;NA;60;"Bermuda"
"1075";2007;0;0;1;608;"Philippines"
"1076";2007;6,77560975609756;2,60300014523579;11,219512195122;616;"Poland"
